h_rms,h_peak,h_peak2peak,h_kurtosis,h_skewness,h_std,h_energy,h_log_energy,h_mean_abs,h_crest_factor,h_shape_factor,h_iqr,h_freq_centroid,h_spectral_entropy,h_peak_freq1,h_peak_amp1,v_rms,v_peak,v_peak2peak,v_kurtosis,v_skewness,v_std,v_energy,v_log_energy,v_mean_abs,v_crest_factor,v_shape_factor,v_iqr,v_freq_centroid,v_spectral_entropy,v_peak_freq1,v_peak_amp1,h_v_corr,h_v_rms_ratio
0.005084967148841222,0.0032783929201666596,0.0020304897175182405,0.001528489867111057,0.0004303657780397857,0.0025663282594672815,0.004264303229355962,0.004359222819611976,0.005039761158519469,9.803814285209896e-05,0.0017392775660690844,0.0032131499772723314,0.0009643969762008314,0.0016879059468180334,0.00048389364027192326,0.0011845548442779943,0.004542543689422104,0.008546927755815361,0.005289616044268735,0.0004079872731238419,0.0001999528059290598,0.005270698069340154,0.0016334672867615067,0.002951159557445517,0.004975622545030767,0.00034848699565662546,0.0005344516658514863,0.008307906735622221,0.0007012870100772826,0.0013760124061273867,0.00021613377158665684,0.0026002192831006124,0.0004887742740392835,0.0003885783494640946
0.005224802386674928,0.0032408946839956217,0.0018460484139996302,0.001507518639014222,0.0003911800363873252,0.002540297949456471,0.0039599281404329115,0.004601521053348525,0.004817816910006222,0.00016309634143253155,0.0017520851498951462,0.0032840896563651125,0.0009372757298693413,0.0017100888693683599,0.0007535772260847852,0.001511687914138598,0.005197523965832268,0.008376807235174179,0.005286821671487474,0.0004832950701112153,0.0001923744066590535,0.004951070252484107,0.0025368513908402917,0.003204473183283314,0.004929773633067497,0.0003298218543684626,0.00047773973972522565,0.008581725204329952,0.0006792067710315774,0.0014934661396671324,0.0002044368961895967,0.0029788589732948666,0.0005385443107705165,0.0004474130380965884
0.005674025098291646,0.0032751697408450217,0.0020146287827941096,0.0016263798831405087,0.0004290518668317687,0.002827489924033007,0.003993397679709192,0.00451705715594326,0.004781427343387686,0.00014389849272737943,0.001639411811290342,0.0032990978097337904,0.0009349976733854725,0.001871680723955234,0.0003629724622416094,0.0014197232446018127,0.0053445737406660615,0.008514389950307023,0.00516626366104645,0.0005143323811751292,0.0001607388372088614,0.004632935156688892,0.00276810023755889,0.003240732075582011,0.0047426342746397215,0.00021346658836403788,0.0005310964864392381,0.008822161046360933,0.000770654361364963,0.001412191181780864,0.0002143699759556076,0.002578097670826904,0.0005066159586691979,0.0004008679950397247
0.0055493181139746346,0.0031617227789736153,0.0021009358717236893,0.0016244308813829007,0.0003171188783685448,0.0027055062826453835,0.004265420106890735,0.004445538738182342,0.005207205587587152,0.00016356918519339376,0.001609137259781117,0.003240794505540913,0.0010263524908551975,0.0017880008395043897,0.00035836380414952865,0.0012144445163945637,0.004672040129023526,0.007960174356424047,0.005123949759573652,0.0005058775280302206,0.0001647244571309706,0.005100224452632463,0.0021935721252386445,0.0031419292566760796,0.0050750524370685385,0.00025449442840544894,0.0006153128306093145,0.009040837686293098,0.0006517667462326985,0.0013859684925546158,0.0003309995565704483,0.0018479614328312057,0.00045311159551861583,0.00040485663410963745
0.005406220735776802,0.002179368108809072,0.0017335578586924285,0.0015173386626066614,0.0003014723118688404,0.002719766794182828,0.004475655822045153,0.00425481257144214,0.005072797803279953,0.00016557103447773647,0.0015506509100421278,0.003341915389415871,0.0009957008354363954,0.0017340569503434711,0.0007411371634992515,0.0010891676953071825,0.004542882999677329,0.007621553821203223,0.005251649628396972,0.0004998392553185699,0.0001420010482449882,0.005583209794126487,0.0022877099183863992,0.0029324592261382215,0.004599338224080215,0.00015341279599211767,0.0005482782147876513,0.009438721561208764,0.000772937664833509,0.0014063027049545222,0.00023855163950620452,0.0033798343428400753,0.0004594534506824782,0.00038392149293388995
0.00538564779171618,0.003555166225577328,0.0025826724686230365,0.0014693691809958857,0.00040093891862964765,0.0026770509810102325,0.004002846752357351,0.004497249644368726,0.004894480916039598,0.00016345793106526595,0.001940804644590274,0.0033200599920719717,0.0009505709256811325,0.001627144472950916,0.0006707841366268254,0.0012223118366950572,0.005409328256713277,0.007956171061644583,0.0051599304571350885,0.0004957544416562341,0.0001304502323742629,0.003988584350257615,0.0029198875447488306,0.003570457319982562,0.004875393517011814,0.00013477718931290776,0.0005573833504666822,0.00904191979022126,0.0008104988978125034,0.0014297939538123424,0.0002035103364495113,0.002709751694435965,0.0004985553612174923,0.0003740806238579848
0.005651403223311563,0.0030856710655752773,0.0019088633695979096,0.0017109965710823895,0.00038080626781446665,0.0028895222781175575,0.003766720318862891,0.0042140278939523605,0.004836263452398406,0.00023830391822821426,0.0018195872467658596,0.0034577022952088105,0.0009626271523385382,0.0017984616753381573,0.0004445226758431236,0.0010851379815372125,0.00523957724805193,0.008047586785724833,0.005285847452100645,0.0004778915428129793,0.00015568781042542949,0.004023966844291983,0.002878038598301022,0.004074147127009747,0.007593269531031509,0.00013842834777192696,0.0005130199372791436,0.00933651755456541,0.0007798991833554157,0.001434940403016333,0.00020476581485163092,0.0036730709773627156,0.0004847420985283384,0.00043399689183757197
0.005193901239042755,0.003219573612867553,0.002001677803402235,0.001645967862495329,0.00037142783462354277,0.0027045589698587013,0.004147875394846211,0.004173351530383702,0.0047979567836195815,0.00012792423425918084,0.0016114369263942154,0.0035032125293963296,0.000999940493429011,0.0016361277193410635,0.00027945628210639947,0.000881292459371586,0.005279823707523002,0.008064990489263759,0.0051960177060189116,0.0005480530624500555,0.00012952907811995934,0.00426134452510088,0.002155605422698222,0.0029171781703351677,0.006206322007001452,0.00015427343354109706,0.000535251376578134,0.00921135731322847,0.0005703754206085247,0.0015095411237908655,0.00020573544710482346,0.004012418939834544,0.00043386398729510536,0.0005859701133259715
0.0053687462779624644,0.002804145312266633,0.001920039012098774,0.0015242796484055666,0.00024571620598018857,0.0026187451780198346,0.0038191210976728247,0.00428728120440037,0.00500120648496791,0.00017300558909212653,0.001951282483248233,0.003638425741644109,0.0009394866622089189,0.0018490863542437045,0.00025575500085238824,0.0015562708717009447,0.005625222883728142,0.008637449574483197,0.0052470579190973315,0.0004301360148740439,0.00015816520015389816,0.0035089495123819697,0.0028685308660020246,0.0050347601593410405,0.006673166300112509,0.0003335929281127093,0.0005064811308375115,0.00945033016817389,0.0007049564021405171,0.0015494931920021094,0.00023257204472325557,0.002577696143792627,0.0004866710305770187,0.000449263065827468
0.005959434602289777,0.0033380665927566205,0.0018815277565215316,0.0018236036265156126,0.0002030617227373209,0.0025137963758329763,0.0031584786379903473,0.0043279453310758305,0.004608597739732484,0.00012718524971321317,0.0020262016673498417,0.0036200206802171966,0.0008417802394008736,0.001755478781843367,0.0003030525804295995,0.002250276804697576,0.0074099084377802545,0.008544108334097642,0.005203777926519788,0.0006099258593573003,0.0002046392644877711,0.002323929546787313,0.004795804727462,0.006112396898532141,0.008388069155485475,0.00019826120953419534,0.0005493411693316044,0.009515290964535475,0.0006666614397775964,0.0017642119748479484,0.00024160782415391278,0.002100556312088552,0.0005883227586501076,0.00037438406594646076
